region_cluster_id	n_raw_intervals	n_member_intervals	n_transcripts	n_genes	n_gene_symbols	total_member_bp	mean_member_len	median_member_len	min_member_len	max_member_len	representative_transcript_id	representative_gene_id	representative_transcript_name	representative_gene_symbol	representative_transcript_length	representative_start	representative_end	representative_region_len	top_gene_symbols	source_n_member_intervals	source_n_transcripts	source_n_genes	source_total_member_bp	representative_transcript_header
SR0003532	2	2	2	2	2	160	80.00	80.00	80	80	ENST00000570843.1	ENSG00000261889.1	ENST00000570843	ENSG00000261889	748	6	85	80	ENSG00000261889:1;LINC01766:1	2	2	2	160	ENST00000570843.1|ENSG00000261889.1|OTTHUMG00000177551.1|OTTHUMT00000437541.1|ENST00000570843|ENSG00000261889|748|
SR0003533	4	2	2	2	2	946	473.00	473.00	473	473	ENST00000771350.1	ENSG00000289193.3	ENST00000771350	ENSG00000289193	1131	1	473	473	ENSG00000289193:1;ENSG00000300416:1	2	2	2	946	ENST00000771350.1|ENSG00000289193.3|-|-|ENST00000771350|ENSG00000289193|1131|
SR0003534	4	2	2	2	2	658	329.00	329.00	329	329	ENST00000606924.2	ENSG00000229931.4	ATXN1-AS1-203	ATXN1-AS1	5165	3736	4064	329	ATXN1-AS1:1;ENSG00000289863:1	2	2	2	658	ENST00000606924.2|ENSG00000229931.4|OTTHUMG00000153136.1|OTTHUMT00000470976.1|ATXN1-AS1-203|ATXN1-AS1|5165|
SR0003535	4	2	2	2	2	354	177.00	177.00	177	177	ENST00000806422.1	ENSG00000268754.5	LINC01081-204	LINC01081	1230	47	223	177	LINC01081:1;ENSG00000304905:1	2	2	2	354	ENST00000806422.1|ENSG00000268754.5|OTTHUMG00000183865.5|-|LINC01081-204|LINC01081|1230|
SR0003536	4	2	2	2	2	408	204.00	204.00	204	204	ENST00000734437.1	ENSG00000228528.3	ENST00000734437	ENSG00000228528	1808	1	204	204	ENSG00000228528:1;ENSG00000295972:1	2	2	2	408	ENST00000734437.1|ENSG00000228528.3|OTTHUMG00000176113.1|-|ENST00000734437|ENSG00000228528|1808|
SR0003537	4	2	2	2	2	198	99.00	99.00	99	99	ENST00000659809.1	ENSG00000242759.10	LINC00882-231	LINC00882	928	214	312	99	LINC00882:1;DUBR:1	2	2	2	198	ENST00000659809.1|ENSG00000242759.10|OTTHUMG00000195985.1|OTTHUMT00000526676.1|LINC00882-231|LINC00882|928|
SR0003538	4	2	2	2	2	300	150.00	150.00	150	150	ENST00000670656.1	ENSG00000229672.4	ENST00000670656	ENSG00000229672	1571	1	150	150	ENSG00000229672:1;ENSG00000303648:1	2	2	2	300	ENST00000670656.1|ENSG00000229672.4|OTTHUMG00000017566.4|OTTHUMT00000523627.1|ENST00000670656|ENSG00000229672|1571|
SR0003539	2	2	2	2	2	171	85.50	85.50	85	86	ENST00000520129.1	ENSG00000254208.1	ENST00000520129	ENSG00000254208	468	317	402	86	ENSG00000254208:1;E2F5-DT:1	2	2	2	171	ENST00000520129.1|ENSG00000254208.1|OTTHUMG00000164786.1|OTTHUMT00000380278.1|ENST00000520129|ENSG00000254208|468|
SR0003540	4	2	2	2	2	1000	500.00	500.00	500	500	ENST00000737018.1	ENSG00000296161.1	ENST00000737018	ENSG00000296161	1292	79	578	500	ENSG00000296161:1;ENSG00000296176:1	2	2	2	1000	ENST00000737018.1|ENSG00000296161.1|-|-|ENST00000737018|ENSG00000296161|1292|
SR0003541	2	2	2	2	2	478	239.00	239.00	238	240	ENST00000817612.1	ENSG00000306396.1	ENST00000817612	ENSG00000306396	365	7	246	240	ENSG00000288253:1;ENSG00000306396:1	2	2	2	478	ENST00000817612.1|ENSG00000306396.1|-|-|ENST00000817612|ENSG00000306396|365|
SR0003542	4	2	2	2	2	278	139.00	139.00	139	139	ENST00000624239.1	ENSG00000279675.1	ENST00000624239	ENSG00000279675	5356	2168	2306	139	ENSG00000279675:1;ENSG00000306946:1	2	2	2	278	ENST00000624239.1|ENSG00000279675.1|OTTHUMG00000173211.1|OTTHUMT00000422478.1|ENST00000624239|ENSG00000279675|5356|
SR0003543	4	2	2	2	2	2144	1072.00	1072.00	1072	1072	ENST00000431311.1	ENSG00000237290.2	LINC01343-201	LINC01343	2283	977	2048	1072	LINC01343:1;ENSG00000287987:1	2	2	2	2144	ENST00000431311.1|ENSG00000237290.2|OTTHUMG00000000479.2|OTTHUMT00000001202.1|LINC01343-201|LINC01343|2283|
SR0003544	4	2	2	2	2	556	278.00	278.00	278	278	ENST00000830206.1	ENSG00000307983.1	ENST00000830206	ENSG00000307983	503	226	503	278	ENSG00000307983:1;ENSG00000307999:1	2	2	2	556	ENST00000830206.1|ENSG00000307983.1|-|-|ENST00000830206|ENSG00000307983|503|
SR0003545	4	2	2	2	2	1272	636.00	636.00	636	636	ENST00000608809.1	ENSG00000273254.1	ENST00000608809	ENSG00000273254	636	1	636	636	ENSG00000273254:1;ENSG00000291531:1	2	2	2	1272	ENST00000608809.1|ENSG00000273254.1|OTTHUMG00000186465.1|OTTHUMT00000473198.1|ENST00000608809|ENSG00000273254|636|
SR0003546	4	2	2	2	2	162	81.00	81.00	81	81	ENST00000503037.3	ENSG00000249742.3	ENST00000503037	ENSG00000249742	673	2	82	81	ENSG00000249742:1;ENSG00000250971:1	2	2	2	162	ENST00000503037.3|ENSG00000249742.3|OTTHUMG00000160309.2|OTTHUMT00000360165.2|ENST00000503037|ENSG00000249742|673|
SR0003547	4	2	2	2	2	922	461.00	461.00	461	461	ENST00000569378.2	ENSG00000260063.2	ENST00000569378	ENSG00000260063	3812	2898	3358	461	ENSG00000260063:1;ENSG00000290006:1	2	2	2	922	ENST00000569378.2|ENSG00000260063.2|OTTHUMG00000175777.1|OTTHUMT00000431059.1|ENST00000569378|ENSG00000260063|3812|
SR0003548	4	2	2	2	2	192	96.00	96.00	96	96	ENST00000624790.1	ENSG00000280414.1	ENST00000624790	ENSG00000280414	3129	2974	3069	96	ENSG00000280414:1;ENSG00000307106:1	2	2	2	192	ENST00000624790.1|ENSG00000280414.1|OTTHUMG00000187125.1|OTTHUMT00000474458.1|ENST00000624790|ENSG00000280414|3129|
SR0003549	4	2	2	2	2	490	245.00	245.00	245	245	ENST00000725539.1	ENSG00000294736.1	ENST00000725539	ENSG00000294736	646	122	366	245	ENSG00000294736:1;ENSG00000294755:1	2	2	2	490	ENST00000725539.1|ENSG00000294736.1|-|-|ENST00000725539|ENSG00000294736|646|
SR0003550	4	2	2	2	2	598	299.00	299.00	299	299	ENST00000527908.1	ENSG00000254548.1	ENST00000527908	ENSG00000254548	299	1	299	299	ENSG00000254548:1;ENSG00000282617:1	2	2	2	598	ENST00000527908.1|ENSG00000254548.1|OTTHUMG00000165150.1|OTTHUMT00000382206.1|ENST00000527908|ENSG00000254548|299|
SR0003551	4	2	2	2	2	544	272.00	272.00	272	272	ENST00000841436.1	ENSG00000309490.1	ENST00000841436	ENSG00000309490	877	568	839	272	ENSG00000309490:1;ENSG00000309505:1	2	2	2	544	ENST00000841436.1|ENSG00000309490.1|-|-|ENST00000841436|ENSG00000309490|877|
SR0003552	4	2	2	2	2	168	84.00	84.00	84	84	ENST00000775380.1	ENSG00000286118.2	ENST00000775380	ENSG00000286118	558	1	84	84	ENSG00000286118:1;ENSG00000301008:1	2	2	2	168	ENST00000775380.1|ENSG00000286118.2|OTTHUMG00000192909.1|-|ENST00000775380|ENSG00000286118|558|
SR0003553	4	2	2	2	2	506	253.00	253.00	253	253	ENST00000485386.1	ENSG00000180953.11	ST20-202	ST20	529	1	253	253	ST20:1;ST20-AS1:1	2	2	2	506	ENST00000485386.1|ENSG00000180953.11|OTTHUMG00000172078.2|OTTHUMT00000416729.1|ST20-202|ST20|529|
SR0003554	4	2	2	2	2	498	249.00	249.00	249	249	ENST00000559008.2	ENSG00000259495.4	ARNT2-DT-201	ARNT2-DT	6878	679	927	249	ARNT2-DT:1;ENSG00000303448:1	2	2	2	498	ENST00000559008.2|ENSG00000259495.4|OTTHUMG00000172167.4|OTTHUMT00000417161.2|ARNT2-DT-201|ARNT2-DT|6878|
SR0003555	4	2	2	2	2	766	383.00	383.00	383	383	ENST00000637583.1	ENSG00000283579.1	ENST00000637583	ENSG00000283579	576	194	576	383	ENSG00000283579:1;ENSG00000310040:1	2	2	2	766	ENST00000637583.1|ENSG00000283579.1|OTTHUMG00000191627.1|OTTHUMT00000488885.1|ENST00000637583|ENSG00000283579|576|
SR0003556	4	2	2	2	2	274	137.00	137.00	137	137	ENST00000472649.2	ENSG00000279797.1	LINC02339-201	LINC02339	752	462	598	137	LINC02339:1;ENSG00000295938:1	2	2	2	274	ENST00000472649.2|ENSG00000279797.1|OTTHUMG00000189119.2|OTTHUMT00000045183.2|LINC02339-201|LINC02339|752|
SR0003557	4	2	2	2	2	266	133.00	133.00	133	133	ENST00000786114.1	ENSG00000259268.3	ENST00000786114	ENSG00000259268	702	1	133	133	ENSG00000259268:1;ENSG00000302375:1	2	2	2	266	ENST00000786114.1|ENSG00000259268.3|OTTHUMG00000172302.2|-|ENST00000786114|ENSG00000259268|702|
SR0003558	4	2	2	2	2	182	91.00	91.00	91	91	ENST00000529278.2	ENSG00000255482.2	ENST00000529278	ENSG00000255482	502	1	91	91	ENSG00000255482:1;ENSG00000296843:1	2	2	2	182	ENST00000529278.2|ENSG00000255482.2|OTTHUMG00000167328.1|OTTHUMT00000394186.1|ENST00000529278|ENSG00000255482|502|
SR0003559	4	2	2	2	2	200	100.00	100.00	100	100	ENST00000785440.1	ENSG00000259280.3	ENST00000785440	ENSG00000259280	378	1	100	100	ENSG00000259280:1;ENSG00000302288:1	2	2	2	200	ENST00000785440.1|ENSG00000259280.3|OTTHUMG00000172258.3|-|ENST00000785440|ENSG00000259280|378|
SR0003560	4	2	2	2	2	236	118.00	118.00	118	118	ENST00000609065.1	ENSG00000278944.1	ENST00000609065	ENSG00000278944	202	22	139	118	ENSG00000278944:1;ENSG00000283025:1	2	2	2	236	ENST00000609065.1|ENSG00000278944.1|OTTHUMG00000189306.1|OTTHUMT00000479331.1|ENST00000609065|ENSG00000278944|202|
SR0003561	4	2	2	2	2	1634	817.00	817.00	817	817	ENST00000624323.1	ENSG00000279155.1	ENST00000624323	ENSG00000279155	817	1	817	817	ENSG00000279155:1;ENSG00000292212:1	2	2	2	1634	ENST00000624323.1|ENSG00000279155.1|OTTHUMG00000186881.1|OTTHUMT00000473953.1|ENST00000624323|ENSG00000279155|817|
SR0003562	4	2	2	2	2	432	216.00	216.00	216	216	ENST00000752223.1	ENSG00000297969.1	ENST00000752223	ENSG00000297969	608	393	608	216	ENSG00000297969:1;LINC02641:1	2	2	2	432	ENST00000752223.1|ENSG00000297969.1|-|-|ENST00000752223|ENSG00000297969|608|
SR0003563	4	2	2	2	2	256	128.00	128.00	128	128	ENST00000624044.1	ENSG00000279980.1	GABARAPL3-202	GABARAPL3	1851	1296	1423	128	GABARAPL3:1;ENSG00000310490:1	2	2	2	256	ENST00000624044.1|ENSG00000279980.1|OTTHUMG00000177213.1|OTTHUMT00000435857.1|GABARAPL3-202|GABARAPL3|1851|
SR0003564	4	2	2	2	2	358	179.00	179.00	179	179	ENST00000810160.1	ENSG00000305295.1	ENST00000810160	ENSG00000305295	354	46	224	179	ENSG00000305295:1;ENSG00000305307:1	2	2	2	358	ENST00000810160.1|ENSG00000305295.1|-|-|ENST00000810160|ENSG00000305295|354|
SR0003565	4	2	2	2	2	1218	609.00	609.00	609	609	ENST00000451318.2	ENSG00000224992.2	ENST00000451318	ENSG00000224992	1019	231	839	609	ENSG00000224992:1;ENSG00000310322:1	2	2	2	1218	ENST00000451318.2|ENSG00000224992.2|OTTHUMG00000020846.2|OTTHUMT00000054805.2|ENST00000451318|ENSG00000224992|1019|
SR0003566	2	2	2	2	2	176	88.00	88.00	88	88	ENST00000507838.1	ENSG00000249500.1	LINC01179-201	LINC01179	2163	368	455	88	LINC01179:1;ENSG00000287424:1	2	2	2	176	ENST00000507838.1|ENSG00000249500.1|OTTHUMG00000161098.1|OTTHUMT00000363773.1|LINC01179-201|LINC01179|2163|
SR0003567	4	2	2	2	2	464	232.00	232.00	232	232	ENST00000582881.1	ENSG00000265625.1	ENST00000582881	ENSG00000265625	1052	290	521	232	ENSG00000265625:1;ENSG00000263370:1	2	2	2	464	ENST00000582881.1|ENSG00000265625.1|OTTHUMG00000179736.1|OTTHUMT00000447863.1|ENST00000582881|ENSG00000265625|1052|
SR0003568	4	2	2	2	2	885	442.50	442.50	442	443	ENST00000770460.1	ENSG00000300260.1	ENST00000770460	ENSG00000300260	1533	1091	1533	443	LINC02182:1;ENSG00000300260:1	2	2	2	885	ENST00000770460.1|ENSG00000300260.1|-|-|ENST00000770460|ENSG00000300260|1533|
SR0003569	2	2	2	2	2	286	143.00	143.00	141	145	ENST00000661054.1	ENSG00000287831.1	ENST00000661054	ENSG00000287831	2518	268	412	145	ENSG00000287831:1;ENSG00000298630:1	2	2	2	286	ENST00000661054.1|ENSG00000287831.1|OTTHUMG00000195745.1|OTTHUMT00000528575.1|ENST00000661054|ENSG00000287831|2518|
SR0003570	4	2	2	2	2	193	96.50	96.50	94	99	ENST00000786277.1	ENSG00000302379.1	ENST00000786277	ENSG00000302379	1236	1138	1236	99	DLGAP1-AS4:1;ENSG00000302379:1	2	2	2	193	ENST00000786277.1|ENSG00000302379.1|-|-|ENST00000786277|ENSG00000302379|1236|
SR0003571	2	2	2	2	2	219	109.50	109.50	107	112	ENST00000767594.1	ENSG00000263878.3	DLGAP1-AS4-209	DLGAP1-AS4	1965	1307	1418	112	GABPB1-AS1:1;DLGAP1-AS4:1	2	2	2	219	ENST00000767594.1|ENSG00000263878.3|OTTHUMG00000178387.4|-|DLGAP1-AS4-209|DLGAP1-AS4|1965|
SR0003572	4	2	2	2	2	220	110.00	110.00	110	110	ENST00000624889.1	ENSG00000267529.3	ENST00000624889	ENSG00000267529	1698	1377	1486	110	ENSG00000267529:1;ENSG00000267694:1	2	2	2	220	ENST00000624889.1|ENSG00000267529.3|OTTHUMG00000181931.2|OTTHUMT00000458346.1|ENST00000624889|ENSG00000267529|1698|
SR0003573	4	2	2	2	2	1000	500.00	500.00	500	500	ENST00000719995.1	ENSG00000293929.1	ENST00000719995	ENSG00000293929	688	189	688	500	ENSG00000293929:1;ENSG00000293979:1	2	2	2	1000	ENST00000719995.1|ENSG00000293929.1|-|-|ENST00000719995|ENSG00000293929|688|
SR0003574	4	2	2	2	2	314	157.00	157.00	157	157	ENST00000716137.1	ENSG00000271614.2	ATP2B1-AS1-214	ATP2B1-AS1	1211	53	209	157	ATP2B1-AS1:1;ENSG00000306794:1	2	2	2	314	ENST00000716137.1|ENSG00000271614.2|OTTHUMG00000169950.3|-|ATP2B1-AS1-214|ATP2B1-AS1|1211|
SR0003575	4	2	2	2	2	594	297.00	297.00	297	297	ENST00000544947.1	ENSG00000293285.1	ENST00000544947	ENSG00000293285	297	1	297	297	ENSG00000293285:1;ENSG00000293036:1	2	2	2	594	ENST00000544947.1|ENSG00000293285.1|-|OTTHUMT00000473755.1|ENST00000544947|ENSG00000293285|297|
SR0003576	4	2	2	2	2	215	107.50	107.50	107	108	ENST00000557295.1	ENSG00000258479.7	LINC00640-204	LINC00640	708	135	242	108	LINC01204:1;LINC00640:1	2	2	2	215	ENST00000557295.1|ENSG00000258479.7|OTTHUMG00000171072.4|OTTHUMT00000411550.1|LINC00640-204|LINC00640|708|
SR0003577	4	2	2	2	2	238	119.00	119.00	119	119	ENST00000781339.1	ENSG00000287938.2	ENST00000781339	ENSG00000287938	455	5	123	119	ENSG00000287938:1;ENSG00000303709:1	2	2	2	238	ENST00000781339.1|ENSG00000287938.2|OTTHUMG00000195364.1|-|ENST00000781339|ENSG00000287938|455|
SR0003578	4	2	2	2	2	261	130.50	130.50	130	131	ENST00000774257.1	ENSG00000300822.1	ENST00000774257	ENSG00000300822	718	541	671	131	LINC02773:1;ENSG00000300822:1	2	2	2	261	ENST00000774257.1|ENSG00000300822.1|-|-|ENST00000774257|ENSG00000300822|718|
SR0003579	4	2	2	2	2	348	174.00	174.00	174	174	ENST00000655176.1	ENSG00000287144.2	ENST00000655176	ENSG00000287144	1468	1295	1468	174	ENSG00000287144:1;ENSG00000295743:1	2	2	2	348	ENST00000655176.1|ENSG00000287144.2|OTTHUMG00000194210.1|OTTHUMT00000512696.1|ENST00000655176|ENSG00000287144|1468|
SR0003580	2	2	2	2	2	180	90.00	90.00	90	90	ENST00000623426.1	ENSG00000280118.4	ENST00000623426	ENSG00000280118	3897	1353	1442	90	ENSG00000280118:1;PWRN4:1	2	2	2	180	ENST00000623426.1|ENSG00000280118.4|OTTHUMG00000176877.4|OTTHUMT00000434198.1|ENST00000623426|ENSG00000280118|3897|
SR0003581	4	2	2	2	2	822	411.00	411.00	411	411	ENST00000615419.1	ENSG00000277579.1	ENST00000615419	ENSG00000277579	411	1	411	411	ENSG00000277579:1;ENSG00000282043:1	2	2	2	822	ENST00000615419.1|ENSG00000277579.1|OTTHUMG00000188461.1|OTTHUMT00000477310.1|ENST00000615419|ENSG00000277579|411|
SR0003582	4	2	2	2	2	298	149.00	149.00	149	149	ENST00000523683.1	ENSG00000167912.9	TOX-DT-203	TOX-DT	692	243	391	149	TOX-DT:1;ENSG00000304237:1	2	2	2	298	ENST00000523683.1|ENSG00000167912.9|OTTHUMG00000164333.2|OTTHUMT00000378310.1|TOX-DT-203|TOX-DT|692|
SR0003583	2	2	2	2	2	176	88.00	88.00	88	88	ENST00000414562.1	ENSG00000235097.1	LINC00330-201	LINC00330	2036	77	164	88	LINC00330:1;ENSG00000307129:1	2	2	2	176	ENST00000414562.1|ENSG00000235097.1|OTTHUMG00000016840.1|OTTHUMT00000044748.1|LINC00330-201|LINC00330|2036|
SR0003584	4	2	2	2	2	248	124.00	124.00	124	124	ENST00000774622.1	ENSG00000239513.7	LINC01210-220	LINC01210	947	109	232	124	LINC01210:1;ENSG00000300888:1	2	2	2	248	ENST00000774622.1|ENSG00000239513.7|OTTHUMG00000159758.22|-|LINC01210-220|LINC01210|947|
SR0003585	4	2	2	2	2	1224	612.00	612.00	612	612	ENST00000511631.2	ENSG00000250402.2	ENST00000511631	ENSG00000250402	612	1	612	612	ENSG00000250402:1;ENSG00000281609:1	2	2	2	1224	ENST00000511631.2|ENSG00000250402.2|OTTHUMG00000163006.2|OTTHUMT00000371323.2|ENST00000511631|ENSG00000250402|612|
SR0003586	2	2	2	2	2	254	127.00	127.00	127	127	ENST00000619879.6	ENSG00000274253.7	ENST00000619879	ENSG00000274253	4229	2232	2358	127	ENSG00000274253:1;ENSG00000259555:1	2	2	2	254	ENST00000619879.6|ENSG00000274253.7|OTTHUMG00000171917.5|OTTHUMT00000476789.2|ENST00000619879|ENSG00000274253|4229|
SR0003587	4	2	2	2	2	1192	596.00	596.00	596	596	ENST00000630794.1	ENSG00000280538.1	ENST00000630794	ENSG00000280538	596	1	596	596	ENSG00000280538:1;ENSG00000223751:1	2	2	2	1192	ENST00000630794.1|ENSG00000280538.1|OTTHUMG00000189648.1|OTTHUMT00000480184.1|ENST00000630794|ENSG00000280538|596|
SR0003588	4	2	2	2	2	486	243.00	243.00	243	243	ENST00000837731.1	ENSG00000225879.3	ENST00000837731	ENSG00000225879	2481	660	902	243	ENSG00000225879:1;ENSG00000309055:1	2	2	2	486	ENST00000837731.1|ENSG00000225879.3|OTTHUMG00000016053.5|-|ENST00000837731|ENSG00000225879|2481|
SR0003589	4	2	2	2	2	438	219.00	219.00	219	219	ENST00000747502.1	ENSG00000234640.2	ENST00000747502	ENSG00000234640	356	138	356	219	ENSG00000234640:1;LINC01163:1	2	2	2	438	ENST00000747502.1|ENSG00000234640.2|OTTHUMG00000019256.1|-|ENST00000747502|ENSG00000234640|356|
SR0003590	4	2	2	2	2	342	171.00	171.00	171	171	ENST00000623705.1	ENSG00000278921.3	EPB41L4A-DT-201	EPB41L4A-DT	1396	175	345	171	EPB41L4A-DT:1;ENSG00000304444:1	2	2	2	342	ENST00000623705.1|ENSG00000278921.3|OTTHUMG00000169519.1|OTTHUMT00000404579.1|EPB41L4A-DT-201|EPB41L4A-DT|1396|
SR0003591	4	2	2	2	2	596	298.00	298.00	298	298	ENST00000701860.2	ENSG00000235978.9	ENST00000701860	ENSG00000235978	2033	1211	1508	298	ENSG00000235978:1;ENSG00000304138:1	2	2	2	596	ENST00000701860.2|ENSG00000235978.9|OTTHUMG00000155240.1|-|ENST00000701860|ENSG00000235978|2033|
SR0003592	4	2	2	2	2	484	242.00	242.00	242	242	ENST00000768691.1	ENSG00000300076.1	ENST00000768691	ENSG00000300076	460	174	415	242	ENSG00000300076:1;ENSG00000305993:1	2	2	2	484	ENST00000768691.1|ENSG00000300076.1|-|-|ENST00000768691|ENSG00000300076|460|
SR0003593	4	2	2	2	2	380	190.00	190.00	190	190	ENST00000767549.1	ENSG00000299931.1	ENST00000767549	ENSG00000299931	327	138	327	190	ENSG00000299931:1;ENSG00000299994:1	2	2	2	380	ENST00000767549.1|ENSG00000299931.1|-|-|ENST00000767549|ENSG00000299931|327|
SR0003594	4	2	2	2	2	244	122.00	122.00	122	122	ENST00000790007.1	ENSG00000256218.2	ENST00000790007	ENSG00000256218	479	1	122	122	ENSG00000256218:1;ENSG00000302923:1	2	2	2	244	ENST00000790007.1|ENSG00000256218.2|OTTHUMG00000168647.1|-|ENST00000790007|ENSG00000256218|479|
SR0003595	2	2	2	2	2	242	121.00	121.00	121	121	ENST00000672270.1	ENSG00000288177.2	ENST00000672270	ENSG00000288177	2392	1	121	121	ENSG00000288177:1;ENSG00000291126:1	2	2	2	242	ENST00000672270.1|ENSG00000288177.2|OTTHUMG00000166662.3|OTTHUMT00000391039.3|ENST00000672270|ENSG00000288177|2392|
SR0003596	4	2	2	2	2	730	365.00	365.00	365	365	ENST00000685658.3	ENSG00000288856.3	ENST00000685658	ENSG00000288856	1484	132	496	365	ENSG00000288856:1;ENSG00000303112:1	2	2	2	730	ENST00000685658.3|ENSG00000288856.3|-|-|ENST00000685658|ENSG00000288856|1484|
SR0003597	4	2	2	2	2	187	93.50	93.50	93	94	ENST00000815055.1	ENSG00000226506.7	ENST00000815055	ENSG00000226506	565	354	447	94	ENSG00000226506:1;ENSG00000290092:1	2	2	2	187	ENST00000815055.1|ENSG00000226506.7|OTTHUMG00000151589.5|-|ENST00000815055|ENSG00000226506|565|
SR0003598	4	2	2	2	2	182	91.00	91.00	91	91	ENST00000779146.1	ENSG00000231507.5	LINC01353-240	LINC01353	1022	1	91	91	LINC01353:1;ENSG00000301519:1	2	2	2	182	ENST00000779146.1|ENSG00000231507.5|OTTHUMG00000041219.5|-|LINC01353-240|LINC01353|1022|
SR0003599	4	2	2	2	2	636	318.00	318.00	318	318	ENST00000834235.1	ENSG00000253787.2	LINC02219-207	LINC02219	395	78	395	318	LINC02219:1;ENSG00000308477:1	2	2	2	636	ENST00000834235.1|ENSG00000253787.2|OTTHUMG00000164191.1|-|LINC02219-207|LINC02219|395|
SR0003600	4	2	2	2	2	384	192.00	192.00	192	192	ENST00000623726.1	ENSG00000279738.1	ENST00000623726	ENSG00000279738	19416	10520	10711	192	ENSG00000279738:1;ENSG00000296723:1	2	2	2	384	ENST00000623726.1|ENSG00000279738.1|OTTHUMG00000189205.1|OTTHUMT00000479036.1|ENST00000623726|ENSG00000279738|19416|
SR0003601	4	2	2	2	2	172	86.00	86.00	86	86	ENST00000456895.1	ENSG00000238171.1	ENST00000456895	ENSG00000238171	833	251	336	86	ENSG00000238171:1;LINC01934:1	2	2	2	172	ENST00000456895.1|ENSG00000238171.1|OTTHUMG00000154203.1|OTTHUMT00000334382.1|ENST00000456895|ENSG00000238171|833|
SR0003602	4	2	2	2	2	564	282.00	282.00	282	282	ENST00000718508.1	ENSG00000293703.1	ENST00000718508	ENSG00000293703	711	274	555	282	ENSG00000293703:1;ENSG00000293729:1	2	2	2	564	ENST00000718508.1|ENSG00000293703.1|-|-|ENST00000718508|ENSG00000293703|711|
SR0003603	4	2	2	2	2	1222	611.00	611.00	611	611	ENST00000446811.2	ENSG00000234647.3	ENST00000446811	ENSG00000234647	3768	2884	3494	611	ENSG00000234647:1;ENSG00000300511:1	2	2	2	1222	ENST00000446811.2|ENSG00000234647.3|OTTHUMG00000016043.2|OTTHUMT00000043190.1|ENST00000446811|ENSG00000234647|3768|
SR0003604	4	2	2	2	2	204	102.00	102.00	102	102	ENST00000436492.1	ENSG00000289090.2	ENST00000436492	ENSG00000289090	557	182	283	102	ENSG00000289090:1;ENSG00000297313:1	2	2	2	204	ENST00000436492.1|ENSG00000289090.2|-|OTTHUMT00000043200.2|ENST00000436492|ENSG00000289090|557|
SR0003605	2	2	2	2	2	376	188.00	188.00	185	191	ENST00000796204.1	ENSG00000303631.1	ENST00000796204	ENSG00000303631	952	319	509	191	LINC01608:1;ENSG00000303631:1	2	2	2	376	ENST00000796204.1|ENSG00000303631.1|-|-|ENST00000796204|ENSG00000303631|952|
SR0003606	4	2	2	2	2	450	225.00	225.00	225	225	ENST00000703220.1	ENSG00000232494.2	ENST00000703220	ENSG00000232494	848	1	225	225	ENSG00000232494:1;ENSG00000260564:1	2	2	2	450	ENST00000703220.1|ENSG00000232494.2|OTTHUMG00000020074.1|-|ENST00000703220|ENSG00000232494|848|
SR0003607	4	2	2	2	2	316	158.00	158.00	158	158	ENST00000793297.1	ENSG00000303268.1	ENST00000793297	ENSG00000303268	1585	543	700	158	ENSG00000303268:1;ENSG00000303285:1	2	2	2	316	ENST00000793297.1|ENSG00000303268.1|-|-|ENST00000793297|ENSG00000303268|1585|
SR0003608	4	2	2	2	2	1060	530.00	530.00	530	530	ENST00000549756.1	ENSG00000257769.1	ENST00000549756	ENSG00000257769	530	1	530	530	ENSG00000257769:1;ENSG00000282314:1	2	2	2	1060	ENST00000549756.1|ENSG00000257769.1|OTTHUMG00000169372.1|OTTHUMT00000403754.1|ENST00000549756|ENSG00000257769|530|
SR0003609	4	2	2	2	2	166	83.00	83.00	83	83	ENST00000845319.1	ENSG00000231721.9	LINC-PINT-424	LINC-PINT	748	289	371	83	LINC-PINT:1;ENSG00000310053:1	2	2	2	166	ENST00000845319.1|ENSG00000231721.9|OTTHUMG00000155000.4|-|LINC-PINT-424|LINC-PINT|748|
SR0003610	4	2	2	2	2	840	420.00	420.00	420	420	ENST00000725462.1	ENSG00000294719.1	ENST00000725462	ENSG00000294719	1360	401	820	420	ENSG00000294719:1;ENSG00000294741:1	2	2	2	840	ENST00000725462.1|ENSG00000294719.1|-|-|ENST00000725462|ENSG00000294719|1360|
SR0003611	4	2	2	2	2	418	209.00	209.00	209	209	ENST00000380990.5	ENSG00000205634.8	LINC00898-201	LINC00898	4185	535	743	209	LINC00898:1;EPIC1:1	2	2	2	418	ENST00000380990.5|ENSG00000205634.8|OTTHUMG00000150323.4|OTTHUMT00000317560.1|LINC00898-201|LINC00898|4185|
SR0003612	2	2	2	2	2	178	89.00	89.00	89	89	ENST00000597337.1	ENSG00000269745.1	ENST00000597337	ENSG00000269745	258	94	182	89	ENSG00000269745:1;ENSG00000268460:1	2	2	2	178	ENST00000597337.1|ENSG00000269745.1|OTTHUMG00000182500.1|OTTHUMT00000461723.1|ENST00000597337|ENSG00000269745|258|
SR0003613	4	2	2	2	2	170	85.00	85.00	85	85	ENST00000512036.1	ENSG00000250993.1	ENST00000512036	ENSG00000250993	539	1	85	85	ENSG00000250993:1;ENSG00000293837:1	2	2	2	170	ENST00000512036.1|ENSG00000250993.1|OTTHUMG00000160713.2|OTTHUMT00000361883.2|ENST00000512036|ENSG00000250993|539|
